"ID","Department","To Date","From Date","Company","Total Estimated Budget","ID (Staffing Plan Detail)"
"plan4431","Legal - 112","2050-11-18","2050-11-07","12company",387765.0,"00119be1b8"
"plan4428","Operations - 110","2050-03-18","2050-02-15","10company",429768.0,"b4e034207c"
"plan4427","Human Resources - 114","2050-08-16","2050-06-05","14company",0.0,"8f67c7f662"
"plan4425","Operations - 117","2050-05-27","2050-05-27","17company",669340.0,"f834ed0357"
"plan4423","Quality Management - 5","2050-09-29","2050-06-22","5company",219946.0,"14e65e9b76"
"plan4422","Human Resources - 110","2050-03-28","2049-02-19","10company",1346860.0,"f045dc6c34"
"plan4421","Quality Management - 5","2050-07-01","2050-07-01","5company",417500.0,"76899ac996"
"plan4420","Customer Service - 117","2051-06-28","2051-01-28","17company",0.0,"da3dad4203"
"plan4418","Operations - 8","2050-06-26","2050-03-10","8company",602140.0,"6e2414360d"
"plan4417","Human Resources - 8","2051-11-13","2051-09-10","8company",632024.0,"e4bc71ccf8"
"plan4410","Marketing - 4","2049-03-25","2049-01-08","4company",0.0,"3b04ca9ffe"
"plan4408","Sales - 8","2051-09-28","2051-08-10","8company",0.0,"f0a72d92b8"
"plan4406","Dispatch - 7","2051-02-24","2051-02-17","7company",0.0,"dc5b8f95c1"
"plan4391","Human Resources - 112","2049-06-29","2049-04-28","12company",0.0,"9f6db09b7e"
"plan4387","Marketing - 2","2050-08-28","2050-02-07","2company",0.0,"0e4b051f55"
"plan4378","Purchase - 114","2050-09-17","2050-08-07","14company",0.0,"2f8f971443"
"plan4374","Sales - 115","2051-11-07","2051-07-05","15company",433368.0,"7f4d4e27a0"
"plan4372","Customer Service - 118","2051-10-24","2051-10-20","18company",0.0,"b1e6a1cda4"
"plan4370","Dispatch - 113","2050-11-29","2050-08-06","13company",0.0,"f8eb2bf3a5"
"plan4369","Dispatch - 2","2050-10-25","2049-10-23","2company",0.0,"3cba3bab4a"
"plan4414","Research & Development - 5","2051-10-24","2051-10-17","5company",219927.0,"73421aa00c"
"plan4413","Marketing - 112","2051-07-11","2051-01-01","12company",149790.0,"2c072f4b01"
"plan4412","Sales - 110","2049-11-13","2049-02-13","10company",0.0,"e67ca737be"
"plan4411","Sales - 112","2049-07-21","2049-04-13","12company",0.0,"513132dd4e"
"plan4409","Purchase - 113","2050-11-21","2050-06-18","13company",0.0,"167f441376"
"plan4407","Quality Management - 5","2050-11-26","2050-07-14","5company",0.0,"f63d48b2d5"
"plan4405","Operations - 7","2049-07-28","2049-07-01","7company",0.0,"fccebe8219"
"plan4402","Research & Development - 8","2051-11-22","2051-05-20","8company",1063136.0,"97a548359f"
"plan4401","Human Resources - 1","2050-04-28","2050-02-28","1company",713664.0,"2ac9df540e"
"plan4400","Management - 5","2051-11-28","2051-11-27","5company",0.0,"d25c36f0ca"
"plan4398","Dispatch - 110","2050-10-08","2050-10-03","10company",0.0,"03cfaf8576"
"plan4396","Legal - 112","2050-11-28","2050-10-25","12company",0.0,"0769d35a31"
"plan4394","Production - 2","2050-11-28","2050-11-28","2company",1145250.0,"5b589929fc"
"plan4393","Purchase - 118","2051-07-21","2051-07-15","18company",0.0,"bd3b6f878d"
"plan4392","Human Resources - 118","2050-08-19","2050-06-04","18company",0.0,"d6bfb0b783"
"plan4390","Management - 5","2050-01-29","2050-01-28","5company",835810.0,"3fce060375"
"plan4389","Purchase - 110","2051-10-16","2051-08-15","10company",0.0,"f799f8a870"
"plan4388","Human Resources - 6","2051-11-27","2051-10-26","6company",0.0,"716d3e9300"
"plan4386","Operations - 115","2049-10-28","2049-09-20","15company",0.0,"2b8b872f84"
"plan4384","Legal - 115","2050-11-28","2049-09-25","15company",0.0,"ba2de43735"
"plan4383","Operations - 5","2050-04-23","2050-04-06","5company",0.0,"363c81942a"
"plan4382","Quality Management - 7","2050-09-21","2050-08-11","7company",524106.0,"650cf5aefb"
"plan4381","Production - 114","2051-04-09","2051-02-01","14company",443114.0,"045e68ca96"
"plan4380","Sales - 8","2051-10-15","2051-09-03","8company",0.0,"3179311e41"
"plan4379","Operations - 113","2051-09-17","2051-04-17","13company",0.0,"4cb4857a90"
"plan4377","Management - 113","2050-07-28","2050-05-28","13company",0.0,"a1e7874e21"
"plan4375","Quality Management - 118","2049-07-27","2049-05-26","18company",0.0,"099904003c"
"plan4373","Marketing - 117","2051-08-17","2051-07-16","17company",0.0,"9630858bf4"
"plan4371","Dispatch - 117","2049-11-10","2049-11-07","17company",0.0,"86ad20f042"
"plan4367","Legal - 113","2049-11-28","2049-10-26","13company",0.0,"9f62e358ea"
"plan4365","Management - 112","2051-04-17","2051-01-10","12company",0.0,"33e86e65c6"
"plan4359","Production - 9","2050-09-23","2050-09-13","9company",0.0,"fd77c75a03"
"plan4358","Human Resources - 114","2051-09-08","2051-06-03","14company",0.0,"6ca983528e"
"plan4354","Purchase - 1","2051-08-27","2051-08-23","1company",349955.0,"5d0fb41687"
"plan4353","Sales - 118","2050-09-21","2050-01-14","18company",0.0,"6582e545dc"
"plan4349","Customer Service - 4","2050-11-24","2049-04-16","4company",642354.0,"1008882e18"
"plan4348","Purchase - 1","2051-11-15","2051-11-03","1company",353715.0,"e1fa76d9bb"
"plan4346","Legal - 117","2050-10-18","2050-05-01","17company",0.0,"6a8757f65b"
"plan4345","Customer Service - 5","2051-08-20","2051-07-07","5company",0.0,"c61e028029"
"plan4343","Sales - 5","2051-05-29","2051-05-14","5company",1148870.0,"e9096ca76f"
"plan4342","Human Resources - 118","2051-07-27","2051-05-16","18company",748248.0,"cfafdf88cf"
"plan4341","Customer Service - 116","2049-09-24","2049-09-17","16company",212442.0,"48718e7c9f"
"plan4340","Management - 8","2051-06-25","2051-05-10","8company",395898.0,"35f1119c01"
"plan4339","Legal - 7","2050-03-20","2050-02-17","7company",588964.0,"a9c029601a"
"plan4338","Purchase - 7","2049-08-28","2049-04-25","7company",0.0,"941090aab6"
"plan4336","Management - 110","2051-08-29","2051-04-21","10company",0.0,"23be5c8d36"
"plan4334","Quality Management - 6","2051-09-16","2051-08-16","6company",808136.0,"114174399c"
"plan4333","Purchase - 113","2051-10-28","2051-10-24","13company",639716.0,"2c154ae744"
"plan4331","Legal - 110","2051-09-22","2051-05-17","10company",540296.0,"77a0088c99"
"plan4330","Purchase - 1","2050-03-27","2050-02-27","1company",1398672.0,"921f858799"
"plan4329","Quality Management - 117","2050-03-29","2050-01-28","17company",0.0,"657e7b9948"
"plan4327","Dispatch - 9","2050-06-26","2050-03-21","9company",688758.0,"482574a0b3"
"plan4326","Purchase - 6","2051-08-20","2051-06-08","6company",183990.0,"07f7ecb3d8"
"plan4325","Customer Service - 5","2050-10-27","2050-01-27","5company",833910.0,"9d20f564dc"
"plan4323","Sales - 115","2050-11-17","2050-11-13","15company",0.0,"03183fc385"
"plan4322","Sales - 5","2051-11-18","2051-11-03","5company",0.0,"1f2799ad8d"
"plan4320","Sales - 112","2051-11-16","2051-02-16","12company",974670.0,"ed69dc4713"
"plan4319","Operations - 1","2050-07-22","2050-07-19","1company",433206.0,"3cdcc2735b"
"plan4316","Customer Service - 6","2051-02-26","2051-01-19","6company",0.0,"842e9b5a55"
"plan4313","Production - 112","2050-10-28","2050-10-26","12company",0.0,"4989fae111"
"plan4311","Marketing - 8","2051-10-24","2051-10-15","8company",873334.0,"c0f256ddb5"
"plan4310","","2050-11-24","2050-02-24","11company",1236466.0,"9efc15b1f7"
"plan4309","Sales - 3","2050-10-28","2050-02-06","3company",576784.0,"be33384923"
"plan4308","Human Resources - 113","2051-09-21","2051-02-19","13company",919191.0,"8b2fb284d3"
"plan4307","Operations - 8","2049-05-28","2049-04-27","8company",530322.0,"8e1badae40"
"plan4305","Operations - 115","2050-10-15","2050-05-13","15company",276992.0,"2f64879159"
"plan4304","Dispatch - 112","2049-01-19","2049-01-19","12company",205668.0,"46c7b1cd2a"
"plan4303","","2050-03-09","2050-03-03","11company",0.0,"f28e1336cf"
"plan4301","Dispatch - 1","2051-11-13","2051-06-03","1company",470166.0,"b4a7b2bbd2"
"plan4298","Quality Management - 110","2050-10-26","2050-05-03","10company",439314.0,"28b7aa3248"
"plan4297","Dispatch - 6","2051-07-28","2051-04-25","6company",1419240.0,"0bf5cfb571"
"plan4295","Management - 114","2049-11-25","2049-11-25","14company",0.0,"90fac3d6ba"
"plan4293","Research & Development - 113","2049-10-25","2049-05-05","13company",0.0,"8e34889d63"
"plan4292","Research & Development - 5","2051-10-27","2051-07-26","5company",346728.0,"6adb63fea1"
"plan4288","Legal - 5","2050-11-24","2050-07-16","5company",0.0,"ceee0eca5b"
"plan4285","Legal - 114","2051-08-23","2051-07-07","14company",1006875.0,"f44652c18d"
"plan4284","Quality Management - 110","2050-10-16","2050-08-16","10company",0.0,"e7a5370c3e"
"plan4283","Operations - 1","2051-07-15","2051-01-10","1company",0.0,"9ecf548ee0"
"plan4281","Sales - 3","2050-08-24","2049-08-24","3company",0.0,"e80f09c2bc"
"plan4280","Marketing - 113","2051-04-28","2051-04-25","13company",0.0,"e242751adc"
"plan4276","Management - 2","2051-07-21","2051-04-07","2company",1139696.0,"720ccf6619"
"plan4275","Sales - 117","2050-05-29","2050-03-23","17company",797628.0,"dd9cc85af1"
"plan4274","Purchase - 116","2051-05-19","2051-03-11","16company",457072.0,"75a2bb5815"
"plan4272","Marketing - 113","2050-11-26","2050-10-26","13company",0.0,"aa65a4f9a8"
"plan4271","Human Resources - 4","2051-10-20","2051-03-18","4company",328176.0,"1c98bdcbb1"
"plan4270","Production - 1","2050-11-23","2050-04-20","1company",192190.0,"c22eaf9884"
"plan4268","Research & Development - 6","2049-06-14","2049-03-06","6company",413940.0,"a32018dcff"
"plan4264","Production - 5","2050-05-27","2050-05-24","5company",430990.0,"143740b01e"
"plan4263","Operations - 114","2051-07-15","2051-02-06","14company",0.0,"1af9428fe4"
"plan4262","Human Resources - 6","2049-06-29","2049-04-25","6company",0.0,"7b63b5591d"
"plan4259","","2050-07-18","2050-04-13","11company",270195.0,"57418b6f50"
"plan4258","Operations - 110","2050-11-23","2050-10-02","10company",477008.0,"942c3a07f9"
"plan4257","Purchase - 9","2049-08-28","2049-06-20","9company",441133.0,"bc9c1e7977"
"plan4256","Operations - 9","2051-09-22","2051-09-08","9company",0.0,"7d7780ab35"
"plan4255","Dispatch - 116","2050-09-18","2050-03-06","16company",278586.0,"c99cfc7b18"
"plan4253","Sales - 116","2051-11-18","2051-11-06","16company",370476.0,"3ec5c2db49"
"plan4252","","2049-11-28","2049-06-27","11company",0.0,"e97e49a0e2"
"plan4250","Purchase - 9","2051-10-21","2051-04-21","9company",0.0,"bd7da2ddf2"
"plan4248","Customer Service - 7","2049-11-27","2049-11-20","7company",297675.0,"506cc8ac03"
"plan4247","Human Resources - 5","2051-09-24","2051-07-04","5company",331824.0,"1332a3db58"
"plan4245","Purchase - 5","2051-07-29","2051-07-25","5company",0.0,"a6a0ee0889"
"plan4244","Management - 3","2050-11-29","2050-10-29","3company",0.0,"71a25d36f1"
"plan4242","Quality Management - 113","2050-10-29","2050-10-28","13company",577845.0,"ebb3cb15e9"
"plan4241","Management - 117","2050-06-27","2050-02-14","17company",736120.0,"033211b041"
"plan4240","Human Resources - 3","2050-09-26","2050-05-04","3company",391965.0,"c7f07b2cfb"
"plan4239","Management - 6","2051-11-28","2051-10-18","6company",573385.0,"725fca482d"
"plan4238","Human Resources - 3","2050-10-22","2050-07-12","3company",938826.0,"90bda7b9b8"
"plan4236","Purchase - 117","2051-09-22","2051-04-11","17company",502930.0,"28a77d9f49"
"plan4235","Purchase - 110","2051-11-21","2051-10-20","10company",561591.0,"c1b4f68450"
"plan4233","Dispatch - 118","2049-05-29","2049-03-23","18company",0.0,"51c11fadab"
"plan4232","Dispatch - 8","2050-08-18","2050-07-12","8company",1357092.0,"1a2eddba44"
"plan4231","Operations - 117","2051-07-21","2051-01-16","17company",0.0,"a9e8f077b0"
"plan4229","Management - 1","2050-06-26","2050-03-16","1company",245920.0,"28108b445c"
"plan4228","Purchase - 6","2050-05-29","2050-02-19","6company",368580.0,"4bc775768d"
"plan4227","Legal - 118","2051-09-27","2051-04-24","18company",742500.0,"a02265638e"
"plan4224","Production - 118","2050-07-25","2050-07-24","18company",466485.0,"bf308aad1c"
"plan4222","Dispatch - 117","2049-07-24","2049-06-20","17company",272952.0,"d22d2dcacd"
"plan4221","Production - 3","2051-11-29","2051-02-27","3company",0.0,"cf856a35de"
"plan4217","Legal - 116","2051-10-27","2051-09-20","16company",369860.0,"0b3e705fd1"
"plan4216","Quality Management - 7","2050-01-27","2050-01-12","7company",0.0,"3dcce47d48"
"plan4215","Marketing - 115","2050-10-22","2050-03-15","15company",192489.0,"e0b27aee00"
"plan4212","Purchase - 4","2051-02-05","2051-02-02","4company",218034.0,"de5cc44cf3"
"plan4211","Research & Development - 1","2051-09-19","2051-01-18","1company",0.0,"2d8e18f3c3"
"plan4209","Sales - 8","2050-10-10","2049-10-10","8company",1330335.0,"c37cb842ee"
"plan4208","Human Resources - 7","2050-10-20","2050-08-15","7company",0.0,"d0f673fdbb"
"plan4206","Marketing - 5","2050-07-16","2050-01-15","5company",551932.0,"8a4604f068"
"plan4205","Production - 7","2050-07-27","2050-03-11","7company",913339.0,"1fea2cf9eb"
"plan4203","Research & Development - 112","2051-11-10","2051-11-02","12company",774384.0,"cca4ff1eaa"
"plan4202","Customer Service - 116","2049-09-15","2049-06-15","16company",0.0,"e2eada1aa1"
"plan4201","Purchase - 110","2050-10-29","2050-04-28","10company",0.0,"0322bbe390"
"plan4199","Customer Service - 8","2050-07-21","2049-07-19","8company",0.0,"6700c43e32"
"plan4198","Research & Development - 116","2050-03-24","2050-03-24","16company",0.0,"bd46e19fc5"
"plan4197","Research & Development - 117","2051-11-18","2051-10-18","17company",1053960.0,"219f55ecf7"
"plan4196","Dispatch - 3","2051-11-19","2051-09-15","3company",963753.0,"167cc3ca28"
"plan4195","Management - 2","2051-08-25","2051-06-09","2company",0.0,"6ff3c5c569"
"plan4194","Customer Service - 7","2051-03-09","2051-03-08","7company",0.0,"bf5f393711"
"plan4193","Management - 6","2051-05-15","2051-03-13","6company",0.0,"26256c750a"
"plan4191","Production - 115","2051-06-18","2051-05-06","15company",0.0,"0781ab3895"
"plan4190","Production - 117","2051-11-26","2051-11-24","17company",0.0,"5758e6de03"
"plan4189","Production - 3","2051-08-21","2051-06-17","3company",1206711.0,"0a601b3fd8"
"plan4188","Dispatch - 4","2050-08-28","2050-05-05","4company",1091976.0,"5a5387ab00"
"plan4187","Management - 110","2050-07-17","2050-07-10","10company",0.0,"be3c647519"
"plan4186","Production - 7","2051-09-29","2051-09-25","7company",445856.0,"a2d75ddff0"
"plan4185","Legal - 5","2051-11-17","2051-08-03","5company",0.0,"c86feb803a"
"plan4183","Production - 4","2050-10-26","2049-09-24","4company",0.0,"c5ddd3cd88"
"plan4182","Human Resources - 8","2051-11-26","2051-09-09","8company",0.0,"505c49464d"
"plan4181","Marketing - 2","2051-11-24","2051-11-22","2company",708300.0,"b1f3c7bdfb"
"plan4180","Purchase - 114","2051-10-18","2051-09-17","14company",0.0,"8603410120"
"plan4179","Customer Service - 113","2051-09-03","2051-04-03","13company",546576.0,"92890949e7"
"plan4178","Operations - 117","2051-08-18","2051-08-18","17company",459450.0,"834e72cd4e"
"plan4176","","2051-10-26","2051-10-25","11company",0.0,"a387ab08b5"
"plan4174","Dispatch - 2","2050-08-22","2049-07-17","2company",784224.0,"6d546681c8"
"plan4173","Purchase - 115","2051-06-18","2051-02-18","15company",0.0,"f9d21f00cf"
"plan4172","Marketing - 116","2051-08-15","2051-07-02","16company",0.0,"d76b75be5c"
"plan4171","Dispatch - 114","2050-11-15","2049-11-14","14company",0.0,"6cef830643"
"plan4170","","2050-01-29","2050-01-19","11company",0.0,"f6adbab45b"
"plan4169","Legal - 118","2050-11-29","2050-10-21","18company",0.0,"41e2d6e503"
"plan4167","Sales - 114","2050-02-13","2050-01-03","14company",491392.0,"c27c21bc9c"
"plan4165","Dispatch - 112","2051-02-24","2051-01-21","12company",0.0,"504716b039"
"plan4164","Quality Management - 1","2051-11-15","2051-11-02","1company",0.0,"494855b0d6"
"plan4163","Quality Management - 7","2051-11-26","2051-11-22","7company",1291690.0,"b49c09d917"
"plan4162","Customer Service - 6","2049-10-27","2049-08-27","6company",0.0,"29dc4db843"
"plan4161","Management - 115","2050-11-24","2050-04-17","15company",847990.0,"e909b32ef2"
"plan4160","Production - 113","2050-10-12","2049-10-11","13company",0.0,"ec7ce57c35"
"plan4158","Management - 8","2051-06-29","2051-01-24","8company",0.0,"a2ae932ba3"
"plan4156","Human Resources - 114","2050-04-21","2050-02-08","14company",1464970.0,"ed3d1e5ddc"
"plan4154","Management - 2","2051-11-25","2051-11-03","2company",384398.0,"642a29744b"
"plan4152","Human Resources - 118","2051-09-26","2051-05-24","18company",0.0,"05632ad332"
"plan4150","Customer Service - 3","2050-11-21","2050-10-17","3company",0.0,"092c755e9d"
"plan4149","Marketing - 117","2050-02-20","2049-01-20","17company",0.0,"04478f65d7"
"plan4148","Operations - 114","2050-07-20","2049-05-12","14company",0.0,"e2226b64eb"
"plan4147","Production - 8","2049-11-28","2049-11-26","8company",0.0,"4f2de7dd8f"
"plan4145","Marketing - 2","2050-06-15","2050-04-06","2company",648010.0,"0b0be6b4e7"
"plan4144","Operations - 2","2051-10-23","2051-08-23","2company",0.0,"f1f057285a"
"plan4143","Quality Management - 3","2050-10-16","2050-10-07","3company",951858.0,"7d263b84dd"
"plan4142","Research & Development - 117","2050-11-28","2050-10-01","17company",0.0,"f951bf2d96"
"plan4141","Production - 113","2049-10-25","2049-05-16","13company",0.0,"b1404a6425"
"plan4139","Management - 3","2050-08-25","2050-07-24","3company",548380.0,"587374a206"
"plan4138","Purchase - 118","2051-06-12","2051-05-06","18company",0.0,"2743c76e2f"
"plan4137","Human Resources - 113","2050-03-22","2050-01-09","13company",0.0,"6a28b14279"
"plan4134","Customer Service - 112","2050-10-20","2049-09-16","12company",0.0,"5ebf92406b"
"plan4132","Sales - 1","2049-06-26","2049-06-23","1company",0.0,"561be8ffa2"
"plan4131","Dispatch - 2","2050-09-22","2050-07-21","2company",0.0,"89a3e794f3"
"plan4130","","2049-04-13","2049-04-07","11company",0.0,"e182f3ea8d"
"plan4129","Customer Service - 8","2051-10-08","2051-04-02","8company",0.0,"b840eafbd4"
"plan4127","Purchase - 9","2050-06-29","2050-05-19","9company",0.0,"84cb93f124"
"plan4125","Customer Service - 117","2049-10-24","2049-02-15","17company",1086138.0,"7bca0a247d"
"plan4124","Quality Management - 113","2050-07-10","2050-07-02","13company",571912.0,"c3545dd265"
"plan4123","Operations - 9","2050-06-18","2050-01-13","9company",577092.0,"035b511b29"
"plan4122","Customer Service - 4","2049-07-28","2049-07-26","4company",0.0,"5a92a81bb2"
"plan4120","Marketing - 5","2050-11-17","2050-08-11","5company",596712.0,"b404ff0645"
"plan4119","Production - 6","2050-11-08","2049-10-02","6company",860146.0,"b9eb7b04b1"
"plan4118","Marketing - 114","2051-05-18","2051-05-18","14company",420117.0,"c43cc69ad7"
"plan4116","Marketing - 114","2051-10-29","2051-09-28","14company",668436.0,"503edf8217"
"plan4115","Sales - 113","2050-11-16","2050-02-13","13company",0.0,"39276eb96c"
"plan4113","Production - 115","2051-07-11","2051-04-07","15company",607050.0,"6791835540"
"plan4112","Purchase - 7","2050-08-27","2049-08-25","7company",578736.0,"fbc5d4f49e"
"plan4111","Operations - 114","2050-08-24","2050-08-21","14company",260202.0,"cef7383b63"
"plan4110","Legal - 115","2050-02-23","2050-01-14","15company",589505.0,"c38bf4dd27"
"plan4109","","2051-06-28","2051-04-18","11company",0.0,"b2b99d2839"
"plan4108","Human Resources - 118","2050-04-27","2049-04-23","18company",0.0,"92c60a6e2e"
"plan4107","Marketing - 6","2051-10-07","2051-10-05","6company",0.0,"6318b1cb06"
"plan4105","Management - 7","2051-10-27","2051-09-12","7company",224820.0,"ab1fda37a1"
"plan4104","Quality Management - 4","2050-09-26","2049-06-14","4company",949470.0,"4d5d8117d0"
"plan4103","Human Resources - 9","2051-08-29","2051-06-26","9company",0.0,"428d680c82"
"plan4102","Management - 3","2051-09-23","2051-09-17","3company",0.0,"f10b563350"
"plan4101","Sales - 117","2051-07-26","2051-02-18","17company",0.0,"34401114ae"
"plan4100","Legal - 112","2050-10-28","2050-07-27","12company",0.0,"f9f9f285fa"
"plan4097","Human Resources - 112","2049-09-29","2049-05-27","12company",0.0,"5fb18c4595"
"plan4095","Customer Service - 113","2051-11-06","2051-11-06","13company",0.0,"4dec3eb98f"
"plan4093","Management - 8","2051-10-24","2051-09-22","8company",1118755.0,"0518d147bd"
"plan4092","","2050-08-11","2050-04-09","11company",0.0,"409c454c0b"
"plan4091","Quality Management - 118","2051-10-21","2051-10-15","18company",0.0,"b16197f282"
"plan4090","Operations - 6","2050-10-25","2049-07-17","6company",0.0,"83c3e56d63"
"plan4088","Customer Service - 4","2051-11-23","2051-11-02","4company",153912.0,"5cb963a2ed"
"plan4087","Purchase - 4","2051-09-28","2051-05-28","4company",431022.0,"6d8447bbb9"
"plan4086","Marketing - 6","2051-11-21","2051-10-12","6company",0.0,"01d8026cc3"
"plan4085","Customer Service - 8","2051-11-15","2051-06-12","8company",0.0,"5ce32f71cc"
"plan4084","Customer Service - 113","2050-09-25","2050-09-12","13company",0.0,"dc18fbdf4f"
"plan4082","Sales - 110","2049-09-27","2049-03-24","10company",0.0,"1f08e204da"
"plan4080","Research & Development - 116","2049-10-23","2049-10-19","16company",0.0,"35a4b2bf89"
"plan4079","Marketing - 7","2049-10-25","2049-08-17","7company",0.0,"1a4dde5daa"
"plan4078","Research & Development - 114","2051-10-26","2051-09-07","14company",0.0,"fda42bf41c"
"plan4076","Sales - 112","2050-10-06","2050-03-03","12company",0.0,"482f691ac2"
"plan4075","Operations - 7","2051-11-21","2051-06-17","7company",0.0,"590ff53aea"
"plan4074","Production - 6","2050-11-25","2050-04-21","6company",0.0,"a9f2d128b7"
"plan4073","Operations - 9","2050-05-28","2050-05-23","9company",0.0,"536047a3c0"
"plan4072","Operations - 2","2051-11-23","2051-09-21","2company",0.0,"bd3defeb20"
"plan4071","Operations - 9","2050-11-29","2049-10-15","9company",375252.0,"6e068ac721"
"plan4070","Marketing - 1","2050-10-27","2050-08-25","1company",1047519.0,"25791461e4"
"plan4069","Research & Development - 116","2049-07-20","2049-06-03","16company",485360.0,"bb5c5c0d4c"
"plan4068","Sales - 110","2050-11-17","2050-05-09","10company",1473032.0,"e1d8c447b9"
"plan4067","Customer Service - 5","2050-09-19","2050-06-06","5company",171990.0,"0b23b1ebdd"
"plan4066","Purchase - 114","2051-11-24","2051-10-22","14company",527849.0,"66ec5845ee"
"plan4065","Customer Service - 116","2050-11-28","2049-10-22","16company",0.0,"5c5658a64f"
"plan4064","Research & Development - 4","2050-10-23","2050-08-17","4company",315836.0,"4560ef886a"
"plan4063","Marketing - 4","2049-11-06","2049-11-04","4company",398202.0,"9b76cfd752"
"plan4062","Quality Management - 118","2050-09-26","2050-08-24","18company",0.0,"4ce3bec2e2"
"plan4059","Marketing - 8","2051-04-26","2051-01-12","8company",782829.0,"1391aa9255"
"plan4058","Quality Management - 112","2051-01-28","2051-01-26","12company",479520.0,"7846bf25e4"
"plan4057","Quality Management - 118","2051-09-29","2051-08-26","18company",807282.0,"9a80c0e7f1"
"plan4056","Operations - 6","2051-06-28","2051-02-15","6company",563204.0,"fa9a9a8a42"
"plan4055","Marketing - 110","2050-04-08","2050-02-08","10company",533050.0,"7bbf718986"
"plan4054","Human Resources - 9","2051-01-28","2051-01-28","9company",572374.0,"5dc8d592ea"
"plan4053","Purchase - 1","2050-11-28","2050-11-25","1company",0.0,"8c6ed85aec"
"plan4052","Sales - 112","2050-11-19","2049-11-16","12company",0.0,"c45283c802"
"plan4051","Research & Development - 1","2050-03-26","2049-02-21","1company",0.0,"0468ffb091"
"plan4049","Marketing - 1","2051-07-28","2051-02-28","1company",579375.0,"b841c95f1e"
"plan4048","Research & Development - 112","2050-11-22","2050-05-17","12company",0.0,"e046cf73f3"
"plan4047","Production - 114","2050-10-26","2050-09-14","14company",0.0,"bfe2e1c44c"
"plan4046","Marketing - 117","2049-11-25","2049-10-13","17company",0.0,"907bbc6c09"
"plan4045","Operations - 5","2050-11-27","2050-01-27","5company",0.0,"d261d1e755"
"plan4044","Marketing - 110","2050-11-20","2050-01-20","10company",0.0,"ee87c7510e"
"plan4042","Legal - 117","2051-11-25","2051-06-06","17company",929871.0,"2a6b909794"
"plan4041","","2051-10-07","2051-08-04","11company",285000.0,"07ab627017"
"plan4040","Marketing - 114","2051-06-29","2051-05-24","14company",0.0,"ce33bcb261"
"plan4039","Quality Management - 8","2051-05-26","2051-04-25","8company",118590.0,"333bd81076"
"plan4038","Operations - 8","2050-11-28","2049-11-19","8company",0.0,"bc072eb449"
"plan4037","Human Resources - 7","2050-10-28","2049-10-08","7company",0.0,"0e665a0ead"
"plan4036","","2051-07-24","2051-07-16","11company",214656.0,"c9c16dd58c"
"plan4035","Quality Management - 7","2051-10-25","2051-07-23","7company",752410.0,"2eb326c1e4"
"plan4034","Dispatch - 2","2050-08-23","2050-08-23","2company",0.0,"3132edfd7e"
"plan4033","Research & Development - 9","2051-10-23","2051-09-02","9company",0.0,"9a6c0eb4f2"
"plan4032","Management - 112","2050-11-25","2050-10-20","12company",0.0,"4d0768bf1f"
"plan4031","Marketing - 7","2050-07-29","2049-06-03","7company",0.0,"b7888dff86"
"plan4028","Human Resources - 112","2050-06-28","2049-03-16","12company",0.0,"6567ca49e5"
"plan4027","Purchase - 3","2049-08-12","2049-05-12","3company",0.0,"29fe76912c"
"plan4026","Production - 118","2051-10-14","2051-01-04","18company",0.0,"fdf94b970c"
"plan4025","Human Resources - 9","2050-02-16","2050-02-13","9company",185586.0,"a189e589c1"
"plan4024","Human Resources - 115","2051-10-13","2051-05-09","15company",0.0,"54971f80b3"
"plan4023","Research & Development - 116","2050-11-28","2050-06-19","16company",0.0,"893db54c87"
"plan4022","","2051-11-29","2051-09-20","11company",473085.0,"7ba517bc1d"
"plan4021","Operations - 117","2051-10-15","2051-10-08","17company",321840.0,"c6cea9db11"
"plan4020","Production - 8","2051-11-27","2051-11-26","8company",0.0,"d52eff8a88"
"plan4019","Purchase - 116","2049-11-14","2049-06-01","16company",0.0,"3fda4233ab"
"plan4018","Quality Management - 3","2050-10-20","2049-10-10","3company",0.0,"d3ffb0e6d1"
"plan4017","Quality Management - 118","2050-11-29","2050-11-01","18company",582348.0,"446b877921"
"plan4016","Human Resources - 7","2051-11-28","2051-08-23","7company",0.0,"b7c626cbeb"
"plan4015","Research & Development - 118","2050-11-19","2050-02-17","18company",0.0,"91b0c7acfa"
"plan4014","Marketing - 3","2050-08-13","2049-07-03","3company",0.0,"2a61a8e198"
"plan4013","Operations - 7","2050-05-22","2050-01-21","7company",0.0,"6e554e03c0"
"plan4012","Marketing - 9","2051-10-25","2051-01-17","9company",498393.0,"0219a24909"
"plan4011","Legal - 3","2051-10-21","2051-10-04","3company",0.0,"ae957a35a3"
"plan4010","Sales - 6","2050-06-19","2050-02-04","6company",958001.0,"708f5e39d0"
"plan4009","Management - 1","2049-04-25","2049-04-13","1company",0.0,"4f4127693e"
"plan4008","Quality Management - 6","2050-11-23","2050-10-09","6company",0.0,"97d020f8e2"
"plan4007","Quality Management - 7","2051-09-14","2051-09-06","7company",414264.0,"acc4ec40fd"
"plan4006","Legal - 1","2051-11-27","2051-08-10","1company",986041.0,"babb5833d0"
"plan4005","Legal - 5","2050-03-21","2049-02-08","5company",0.0,"ef38b8e8d5"
"plan4004","Purchase - 117","2051-07-24","2051-04-06","17company",509384.0,"7d53d9f9ba"
